"q2","q3","q4","q6","q7","q7_7_text","q19","q12","q12_5_text","q13","q14","q14_12_text","q57","q15","q20","q16","q11","q11_9_text","q17","q40_1","q41","q42","q43","q121","q46_1","q47","q48","q49","q122","q51_1","q52","q53","q54","q123","q23_1","q24","q25","q26","q124","q34_1","q35","q36","q37","q125","q28_1","q29","q30","q31","q126","age","male","educ","married","white","race","preference","sexuality","straight","trans","religion","religiosity","ideo5","partyid","viewer_party","democrat_respondent","partisan_id","poli_interest","employment","employed","income","treatment","same_party"
1953,"Female","2-year college degree","Divorced","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Very conservative","Republican","Most of the time","Retired",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,"Very probably","Very probably","Very probably","Probably",NA,NA,NA,NA,NA,65,0,4,0,1,11,1,3,1,0,10,5,1,3,2,0,2,4,3,0,11,1,NA
1984,"Male","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"Yes","Protestant",NA,"Extremely important","Conservative","Independent","Hardly at all","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,"Very probably","Probably","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,5,1,1,11,1,3,1,1,10,5,2,2,1,0,1,1,8,1,5,0,NA
1989,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Women","Lesbian/gay woman",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Democrat","Some of the time","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,"Definitely","Very probably","Very probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,6,1,1,11,2,4,0,0,1,1,5,1,0,1,0,3,8,1,7,2,1
1961,"Female","High school graduate","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Slightly important","Liberal","Democrat","Most of the time","Working full time now",NA,"Prefer not to say",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"Very probably","Very probably","Probably","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,0,2,1,1,11,1,3,1,0,11,2,4,1,0,1,0,4,8,1,NA,0,NA
1986,"Male","High school graduate","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Democrat","Some of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,76,"Very probably","Very probably","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,2,0,1,11,2,3,1,0,1,1,5,1,0,1,0,3,8,1,4,1,0
1984,"Male","4-year college degree","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Conservative","Republican","Only now and then","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,"Definitely not","Definitely not","Definitely not","Very probably",NA,NA,NA,NA,NA,34,1,5,0,1,11,1,3,1,0,1,1,2,3,2,0,2,2,8,1,6,1,NA
1961,"Female","2-year college degree","Widowed","White,Hispanic or Latino",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Most of the time","Permanently disabled",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Very probably","Definitely","Very probably","Definitely",NA,NA,NA,NA,NA,57,0,4,0,0,18,1,3,1,0,1,1,4,1,0,1,0,4,2,0,2,1,0
1983,"Female","4-year college degree","Married","White,Hispanic or Latino",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Conservative","Republican","Most of the time","Working full time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,"Probably not","Probably not","Probably not","Definitely",35,0,5,1,0,18,1,3,1,0,11,3,2,3,2,0,2,4,8,1,2,2,NA
1990,"Female","2-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Moderately important","Very liberal","Democrat","Hardly at all","Taking care of home or family",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,"Definitely","Definitely","Very probably","Definitely",28,0,4,1,1,11,1,3,1,0,10,3,5,1,0,1,0,1,5,0,6,2,1
1980,"Male","High school graduate","Married","Black or African-American",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Slightly important","Moderate","Independent","Only now and then","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Definitely","Definitely","Definitely","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,2,1,0,2,2,3,1,0,9,2,3,2,1,0,1,2,8,1,7,2,0
1992,"Male","High school graduate","Married","White,Hispanic or Latino",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Extremely important","Moderate","Republican","Only now and then","Working full time now",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,2,1,0,18,2,3,1,0,11,5,3,3,2,0,2,2,8,1,9,2,NA
1988,"Male","Some college, but no degree (yet)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Most of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,"Definitely","Definitely","Possibly","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,3,0,1,11,2,3,1,0,2,1,4,1,0,1,0,4,8,1,5,2,1
1989,"Male","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Very important","Very liberal","Democrat","Only now and then","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,"Possibly","Possibly","Possibly","Definitely not",29,1,3,1,1,11,1,3,1,0,1,4,5,1,0,1,0,2,8,1,7,2,1
1986,"Female","4-year college degree","Never married","Black or African-American",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Moderately important","Liberal","Democrat","Most of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,32,0,5,0,0,2,1,3,1,0,10,3,4,1,0,1,0,4,8,1,5,1,0
1971,"Female","Some college, but no degree (yet)","Widowed","Black or African-American",NA,"Men","Heterosexual/straight",NA,"No","Something else","SPIRITUALITY","Very important","Very liberal","Democrat","Some of the time","Unemployed",NA,"Prefer not to say",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,"Possibly","Possibly","Possibly","Probably",47,0,3,0,0,2,1,3,1,0,12,4,5,1,0,1,0,3,7,0,NA,2,1
1989,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Independent","Some of the time","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,70,"Probably","Probably","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,5,1,1,11,2,3,1,0,1,1,3,2,1,0,1,3,8,1,7,1,1
1989,"Male","4-year college degree","Never married","White",NA,"Men","Gay man",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working part time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"Probably","Possibly","Probably not","Probably not",29,1,5,0,1,11,1,2,0,0,2,1,5,1,0,1,0,4,9,0,2,2,1
1985,"Male","2-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Slightly important","Liberal","Independent","Only now and then","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,61,"Possibly","Possibly","Possibly","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,4,0,1,11,2,3,1,0,9,2,4,2,1,0,1,2,8,1,3,1,1
1986,"Female","4-year college degree","Married","Black or African-American",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Liberal","Democrat","Only now and then","Working full time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"Very probably","Probably","Very probably","Definitely",32,0,5,1,0,2,1,3,1,0,10,4,4,1,0,1,0,2,8,1,2,2,1
1980,"Female","Some college, but no degree (yet)","Married","White,Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Liberal","Democrat","Some of the time","Other","Full-time stay-at-home mom and working from home 10-15 hours per week","$50,000 - $59,999",100,"Definitely not","Definitely not","Definitely not","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0,3,1,0,12,2,3,1,0,10,5,4,1,0,1,0,3,1,0,6,0,NA
1988,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Very liberal","Democrat","Most of the time","Taking care of home or family",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,"Probably not","Possibly","Probably not","Possibly",NA,NA,NA,NA,NA,30,0,3,1,1,11,1,3,1,0,9,1,5,1,0,1,0,4,5,0,7,1,0
1986,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Most of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,63,"Probably","Probably","Probably","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,5,0,1,11,2,3,1,0,2,1,4,1,0,1,0,4,8,1,4,1,0
1971,"Female","2-year college degree","Divorced","White",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Moderate","Republican","Some of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,"Probably","Probably","Probably","Probably",NA,NA,NA,NA,NA,47,0,4,0,1,11,1,3,1,0,9,1,3,3,2,0,2,3,8,1,8,1,NA
1978,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Very conservative","Republican","Some of the time","Working part time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Probably not","Probably not","Probably not","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,5,0,1,11,2,3,1,0,10,4,1,3,2,0,2,3,9,0,3,2,NA
1987,"Male","Some college, but no degree (yet)","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Independent","Only now and then","Working full time now",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,"Probably","Possibly","Probably","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,3,1,1,11,2,3,1,0,1,1,3,2,1,0,1,2,8,1,9,2,0
1977,"Male","2-year college degree","Married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Buddhist",NA,"Not at all important","Liberal","Democrat","Some of the time","Working full time now",NA,"$60,000 - $69,999",100,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,4,1,0,1,2,3,1,0,3,1,4,1,0,1,0,3,8,1,7,0,NA
1974,"Female","Some college, but no degree (yet)","Domestic/civil partnership","White",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,"Definitely","Definitely","Very probably","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,0,3,0,1,11,1,3,1,0,2,1,5,1,0,1,0,4,8,1,6,0,NA
1996,"Female","4-year college degree","Never married","Middle Eastern",NA,"Men","Heterosexual/straight",NA,"No","Eastern or Greek Orthodox",NA,"Very important","Moderate","Democrat","Only now and then","Student",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,"Probably","Probably","Possibly","Very probably",22,0,5,0,0,8,1,3,1,0,4,4,3,1,0,1,0,2,4,0,6,2,1
1966,"Female","2-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Liberal","Democrat","Most of the time","Working part time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"Possibly","Possibly","Probably not","Probably",NA,NA,NA,NA,NA,52,0,4,1,1,11,1,3,1,0,10,4,4,1,0,1,0,4,9,0,6,1,0
1962,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Men","Heterosexual/straight",NA,"Prefer not to say","Roman Catholic",NA,"Extremely important","Liberal","Democrat","Only now and then","Temporarily laid off",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,"Definitely","Very probably","Very probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,0,6,1,1,11,1,3,1,0,11,5,4,1,0,1,0,2,6,0,4,0,NA
1997,"Male","High school graduate","Never married","Hispanic or Latino",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Extremely important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,0,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,2,0,0,6,2,3,1,0,11,5,5,1,0,1,0,4,8,1,8,1,0
1972,"Female","4-year college degree","Domestic/civil partnership","White",NA,"Men","Heterosexual/straight",NA,"No","Something else","christian","Slightly important","Moderate","Republican","Some of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Very probably","Very probably","Very probably","Probably",NA,NA,NA,NA,NA,46,0,5,0,1,11,1,3,1,0,12,2,3,3,2,0,2,3,8,1,6,1,NA
1987,"Male","High school graduate","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Moderate","Independent","Hardly at all","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Definitely","Very probably","Very probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,2,0,1,11,2,3,1,0,10,5,3,2,1,0,1,1,8,1,5,2,0
1984,"Female","4-year college degree","Divorced","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Conservative","Independent","Some of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"Possibly","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,34,0,5,0,1,11,1,3,1,0,10,5,2,2,1,0,1,3,8,1,8,1,1
1980,"Female","4-year college degree","Divorced","Black or African-American",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Conservative","Republican","Only now and then","Working full time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"Very probably","Very probably","Possibly","Definitely",NA,NA,NA,NA,NA,38,0,5,0,0,2,1,3,1,0,10,4,2,3,2,0,2,2,8,1,2,1,NA
1981,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Moderately important","Moderate","Independent","Some of the time","Working full time now",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,70,"Possibly","Possibly","Possibly","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,5,0,1,11,2,3,1,0,10,3,3,2,1,0,1,3,8,1,9,1,1
1985,"Female","Some college, but no degree (yet)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Conservative","Republican","Only now and then","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"Probably","Probably","Probably","Probably",33,0,3,0,1,11,1,3,1,0,11,3,2,3,2,0,2,2,8,1,6,2,NA
1991,"Female","Some college, but no degree (yet)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Independent","Only now and then","Working part time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,"Possibly","Possibly","Probably","Probably",27,0,3,0,1,11,1,3,1,0,1,1,3,2,1,0,1,2,9,0,2,2,0
1963,"Female","4-year college degree","Divorced","White",NA,"Women","Lesbian/gay woman",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working part time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,"Definitely not","Definitely not","Definitely not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,0,5,0,1,11,2,4,0,0,2,1,5,1,0,1,0,4,9,0,2,2,1
1986,"Male","4-year college degree","Married","White,Middle Eastern",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Independent","Some of the time","Working full time now",NA,"$120,000 - $149,999",94,"Definitely","Definitely","Very probably","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,5,1,0,21,2,3,1,0,2,1,4,2,1,0,1,3,8,1,12,0,NA
1991,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Independent","Only now and then","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,76,"Probably","Very probably","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,5,0,1,11,2,3,1,0,1,1,3,2,1,0,1,2,8,1,7,1,1
1988,"Female","4-year college degree","Never married","Hispanic or Latino",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Conservative","Republican","Some of the time","Other","Self Employed","$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Definitely not","Definitely not","Definitely not","Probably not",30,0,5,0,0,6,1,3,1,0,9,1,2,3,2,0,2,3,1,0,4,2,NA
1975,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Divorced","Black or African-American",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Liberal","Democrat","Most of the time","Working part time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"Probably","Probably","Possibly","Possibly",43,0,6,0,0,2,1,3,1,0,10,4,4,1,0,1,0,4,9,0,3,2,1
1984,"Male","High school graduate","Never married","White,Hispanic or Latino",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Liberal","Independent","Some of the time","Unemployed",NA,"$20,000 - $29,999",85,"Possibly","Possibly","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,2,0,0,18,2,3,1,0,10,5,4,2,1,0,1,3,7,0,3,0,NA
1981,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Most of the time","Working full time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,9,"Probably not","Probably not","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,5,0,1,11,2,3,1,0,1,1,4,1,0,1,0,4,8,1,2,1,0
1974,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Independent","Hardly at all","Working full time now",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,"Definitely not","Probably not","Probably not","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1,5,1,1,11,2,3,1,0,1,1,3,2,1,0,1,1,8,1,12,2,0
1989,"Female","4-year college degree","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Republican","Some of the time","Working full time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,"Very probably","Very probably","Possibly","Probably",NA,NA,NA,NA,NA,29,0,5,0,1,11,1,3,1,0,1,1,3,3,2,0,2,3,8,1,11,1,NA
1990,"Male","Some college, but no degree (yet)","Married","Black or African-American",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Slightly important","Moderate","Democrat","Some of the time","Working full time now",NA,"$40,000 - $49,999",93,"Definitely","Possibly","Very probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,3,1,0,2,2,3,1,0,9,2,3,1,0,1,0,3,8,1,5,0,NA
1968,"Male","4-year college degree","Divorced","White",NA,"Men","Heterosexual/straight",NA,"No","Something else","christian","Moderately important","Liberal","Democrat","Most of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"Definitely not","Definitely not","Definitely not","Definitely not",50,1,5,0,1,11,1,3,1,0,12,3,4,1,0,1,0,4,8,1,8,2,1
1992,"Male","High school graduate","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Very conservative","Republican","Some of the time","Working full time now",NA,"$50,000 - $59,999",75,"Definitely","Definitely","Definitely","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,2,1,1,11,2,3,1,0,10,5,1,3,2,0,2,3,8,1,6,0,NA
1977,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Muslim",NA,"Extremely important","Very liberal","Democrat","Some of the time","Working full time now",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Definitely","Definitely","Very probably","Probably not",41,0,5,1,1,11,1,3,1,0,8,5,5,1,0,1,0,3,8,1,10,2,1
1984,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Some of the time","Working full time now",NA,"$40,000 - $49,999",81,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,5,1,1,11,2,3,1,0,1,1,4,1,0,1,0,3,8,1,5,0,NA
1968,"Male","Some college, but no degree (yet)","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Conservative","Republican","Most of the time","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,"Very probably","Very probably","Probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,3,1,1,11,2,3,1,0,10,5,2,3,2,0,2,4,8,1,7,2,NA
1979,"Male","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Independent","Some of the time","Working full time now",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Definitely not","Definitely not","Definitely not","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,1,5,1,1,11,1,3,1,0,1,1,3,2,1,0,1,3,8,1,10,0,NA
1983,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$70,000 - $79,999",50,"Possibly","Possibly","Possibly","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,5,0,1,11,2,3,1,0,2,1,5,1,0,1,0,4,8,1,8,0,NA
1977,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Conservative","Republican","Some of the time","Working full time now",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,41,0,5,1,1,11,1,3,1,0,10,5,2,3,2,0,2,3,8,1,10,1,NA
